"STUDY_ID","REVIEWERS","INCLUDE","Study_ID","AUTHORS","TITLE","JOURNAL","VOLUME","INITIAL_PAGE","END_PAGE","DOI","PUBLICATION_YEAR","ABSTRACT","INCLUSION","WHY1","INCLUSION2","Pdf_available","Type","Notes...16","INCLUSION3","WHY3","Notes...19","Country","Title"
11,"Amara","not vetted",529,NA,"Ectomycorrhizal fungi on degraded land in Asia : key players in successful reforestation",NA,NA,NA,NA,NA,2007,"Ectomycorrhizal fungi symbiotically colonize tree roots and facilitate hosts' nutrient acquisition, playing critical roles in growth and establishment of host trees. In fire-affected dipterocarp forests in Indonesia and saline-alkaline deserts in northeastern China, we have characterized ectomycorrhizal fungal communities during early stages of natural tree establishment using molecular identification techniques.","YES",NA,"YES","NO","NA","NO INFO","NO",NA,NA,NA,"ectomycorrhizal fungi on degraded land in asia  key players in successful reforestation"
12,"Amara","not vetted",566,NA,"MRI/RUI: Acquisition of Instrumentation for Nutrient Analyses in Ecological Research",NA,NA,NA,NA,NA,2003,"A grant has been awarded to Grinnell College under the direction of Dr. Peter Jacobson to purchase a suite of three instruments with a common focus: to elucidate the influences of nutrient dynamics on ecological systems. This equipment - a Nitrogen/Carbon Analyzer, an Automated Ion Analyzer and a Combustion Analyzer -- will be used in collaborative student/faculty research projects spanning the breadth of ecology, from ecophysiological studies of plants to large-scale ecosystem impacts of hydrologic change. The instruments' ability to automate many time-consuming procedures will make these investigations more efficient and more effective learning tools for students, who will be able to spend more of their time exploring appropriate modes of analysis and understanding the applications of their data.  <br/><br/>Specifically, the equipment will enable investigations of: (1) the mechanisms by which fire and grazing affect prairie arthropod communities; (2) the nutrient-sensitivity of resource trade-offs in plant reproduction; (3) the environmental factors that shape arbuscular and ectomycorrhizal fungal communities; and (4) the influence of flood pulses on nutrient dynamics and production in riparian forests. In addition to these studies, the instrumentation will significantly increase the range of investigations available to students in the laboratory and field while providing them with invaluable experience using state-of-the-art analytical techniques in ecological studies. <br/><br/>The proposed activities have a number of broader impacts. Grinnell College's dedication to integrating research and undergraduate education makes automated, user-friendly instruments essential. The proposed activities would allow students to understand both the principles and applications of nutrient analysis techniques, while involving them in authentic research with faculty. These activities will contribute in diverse ways to our understanding of nutrient dynamics in ecological systems, while significantly enhancing the College's infrastructure by providing sophisticated tools for ecological research and education. As with other instrumentation at Grinnell College, this new equipment will be integrated into the curriculum at all levels, enriching the research training and learning of a broad cross-section of students. <br/>","NO","Does not approach fire effects on ECM","NO","NA","NA",NA,NA,NA,NA,NA,"mrirui acquisition of instrumentation for nutrient analyses in ecological research"
13,"Amara","not vetted",163,",","Arctic","Arctic",31,"411 pp.","411 pp.",NA,NA,"The following contributions with most relevence to soils are among twenty papers presented here which are from a workshop held at the Marine Biological Laboratory, Woods Hole, Massachusetts on 8-10 April 1978. Introduction to the workshop on ecological effects of hydrocarbon spills in Alaska. Atlas, R.M.; Brown, J. 155-157 Some effects of oil on the physical and chemical characteristics of wet tundra soils. Everett, K.R. 260-276 Effects of burning crude oil spilled onto six habitat types in Alaska. McKendrick, J.D.; Mitchell, W.W. 277-295 Fertilizing and seeding oil-damaged Arctic tundra to effect vegetation recovery Prudhoe Bay, Alaska. McKendrick, J.D.; Mitchell, W.W. 296-304 The physical, chemical and biological effects of crude oil spills on black spruce forest, interior Alaska. Jenkins, T.F.; Johnson, L.A.; Collins, C.M.; McFadden,T.T. 305-323 Response of microorganisms to hot crude oil spills on a subarctic taiga soil. Sparrow, E.B.; Davenport, C.V.; Gordon, R.C. 324-338 Fate of crude and refined oils in north slope soils. Sexstone, A.; Everett, K.; Jenkins, T.; Atlas, R.M. 339-347 Long term interactions of microorganisms and Prudhoe Bay crude oil in tundra soils at Barrow, Alaska. Sexstone, A.; Gustin, P.; Atlas, R.M. 348-354 Effect of surface applied crude oil on soil and vascular plant root respiration. Soil cellulase, and hydrocarbon hydroxylase at Barrow, Alaska. Linkins, A.E.; Atlas, R.M.; Gustin, P. 355-365 Ectomycorrhizal fungi of Salix rotundifolia Trautv. I. Impact of surface applied Prudhoe Bay crude oil on mycorrhizal structure and composition. Antibus, R.K.; Linkins, A.E. 366-380 Ectomycorrhizal fungi of Salix rotundifolia Trautv. II. Impact of surface applied Prudhoe Bay crude oil on mycorrhizal root respiration and cold acclimation. Linkins, A.E.; Antibus, R.K. 381-393 Fungal biomass responses in oil perturbated tundra at Barrow, Alaska. Miller, O.K., Jr.; Linkins, A.E.; Chmielewski, M.A. 394-407 Summary of the workshop on ecological effects of hydrocarbon spills in Alaska. Costerton, J.W.; Brunskill, G.J.; Hutchinson, T.; Widden, P. 408-411","NO","NA","NO","NA","NA",NA,NA,NA,NA,NA,"arctic"
14,"Amara","not vetted",462,",","Special issue on Sierran mixed-conifer research.","Forest Science",51,"185","275",NA,2005,"This special issue contains a collection of papers on the connections between forest structure and composition, and the ecological processes that define mixed-conifer forests in Sierra Nevada, California, USA. Individual papers include: Influence of fire and El Nino on tree recruitment varies by species in Sierran mixed conifer; Stand conditions associated with tree regeneration in Sierran mixed-conifer forests; Effects of vegetation patches on soil nutrient pools and fluxes within a mixed-conifer forest; Biophysical controls on soil respiration in the dominant patch types of an old-growth, mixed-conifer forest; Canopy arthropod assemblages in four overstorey and three understorey plant species in a mixed-conifer old-growth forest in California; Hypogeous ectomycorrhizal fungal species on roots and in small mammal diet in a mixed-conifer forest; Soil arthropod responses to different patch types in a mixed-conifer forest of the Sierra Nevada; and Patterns of mortality in an old-growth mixed-conifer forest of the southern Sierra Nevada, California.","NO","Does not approach fire effects on ECM","NO","NA","NA",NA,NA,NA,NA,NA,"special issue on sierran mixedconifer research"
15,"Amara","not vetted",54,"[Anonymous]","Plant pathology. 5. Mycorrhizas.","Biennial Report of the Waite Agricultural Research Institute 1972-1973.",NA,"81","82",NA,1974,"Two research reports on: Endogone mycorrhizas (P. Tandy and J.H. Warcup) [in South Australia and Victoria, including vesicular-arbuscular types and two ectomycorrhizae on Pinus radiata and Eucalyptus spp.]; and Mycorrhizas of Australian plants (J.H. Warcup) [concluding that changes in mycorrhizal associations after a forest fire contribute to increased seedling vigour in Eucalyptus spp.].","NO","NA","NO","NA","NA",NA,NA,NA,NA,NA,"plant pathology 5 mycorrhizas"
16,"Amara","not vetted",48,"Adamczyk, Jolanta J.; Kruk, Andrzej; Penczak, Tadeusz; Minter, David","Factors shaping communities of pyrophilous macrofungi in microhabitats destroyed by illegal campfires","FUNGAL BIOLOGY",116,"995","1002","10.1016/j.funbio.2012.07.003",2012,"Pyrophilous macrofungi (PM) are a narrowly specialised group appearing exclusively in plant communities recently destroyed by fire. Their significance has hitherto been studied only for vegetation destroyed over large areas, while in small areas of fire, i.e., microhabitats they are viewed as independent components of the community linked only to the substratum. In the present work, the following hypotheses were tested: (1) species structures of PM in microhabitats depend on the type of plant community, (2) PM form communities on a small scale which are similar in structure and function to analogous large scale communities. We studied 20 surfaces destroyed by illegal campfires in four natural plant communities: oak-hornbeam forest Tilio-Carpinetum (TC), lowland acidophilus beech forest Luzulo pilosae-Fagetum (LF), suboceanic pine forest Leucobryo-Pinetum (LP), and an initial-phase xerothermic grassland community on a transitional habitat (MH). TC and LF habitats were conspicuously more favourable for PM than LP and MH. In TC and LF fire leads to significant loss of mycorrhizae in the upper layer of leaf litter. This provides a development opportunity for ectomycorrhizal PM species which, having little competition, substitute for the destroyed fragments of mycorrhizal networks. In LP and MH fire over a small surface does not destroy more deeply located mycorrhizal associations. Another important factor for PM influencing the quality of environment is the fertility of soil: highest in TC, intermediate in LF and lowest in LP and MH. The results casts doubt on the concept that PM are only synusia linked to the substratum (burnt wood). PM growing in microhabitats constitute an important group of organisms which facilitate rapid regeneration of plant community fragments destroyed by fire. (c) 2012 The British Mycological Society. Published by Elsevier Ltd. All rights reserved.","YES",NA,"YES","YES","Article",NA,"NO","No_control",NA,"Poland","factors shaping communities of pyrophilous macrofungi in microhabitats destroyed by illegal campfires"
17,"Amara","not vetted",173,"Adamonyte, Grazina; Motiejunaite, Jurga; Irsenaite, Reda","Crown fire and surface fire: effects on myxomycetes inhabiting pine plantations","SCIENCE OF THE TOTAL ENVIRONMENT",572,"1431","1439","10.1016/j.scitotenv.2016.02.160",2016,"Myxomycetes are heterotrophic eukaryote organisms that have three life stages, none of which are known to be resistant to fire. The response of myxobiota to different severity of fire is not well known either. We examined myxomycetes in Pinus mugo plantations following a crown fire and in Pinus sylvestris plantations following a surface fire during the first three years after the wildfire event in forested coastal sand dunes in western Lithuania. Additionally, we investigated myxomycetes in corresponding unburned stands. All studied sites (unburned and burned) bore rather different myxomycete assemblages but the disparities of the species compositions between both burn types were more pronounced showing that fire severity had stronger impact on myxomycete species composition than the pre-fire stand type. Analysis of myxomycete assemblages (including the results from field collections, bark and litter cultures) showed that surface fire sites bore the highest number of post-fire species compared to crown fire and unburned sites. Dynamic annual changes in species composition were observed in all studied sites but only crown fire plots showed a clear chronosequence of post-fire myxomycete assemblages. Fire impact promoted establishment and/or sporulation of myxomycete species that are rare in similar unburned stands, or are usually confined to other types of forests and substrata. In addition, individual myxomycete species tended to switch substratum usage during the course of vegetation succession, with a final return to their usual substrata. This possibly signaled the end of early stage of post-fire succession. (C) 2016 Elsevier B.V. All rights reserved.","NO","Does not approach fire effects on ECM","NO","NA","NA",NA,NA,NA,NA,NA,"crown fire and surface fire effects on myxomycetes inhabiting pine plantations"
18,"Amara","not vetted",278,"Adriaensen, Kristin; Vangronsveld, Jaco; Colpaert, Jan V.","Zinc-tolerant <i>Suillus bovinus</i> improves growth of Zn-exposed <i>Pinus sylvestris</i> seedlings","MYCORRHIZA",16,"553","558","10.1007/s00572-006-0072-7",2006,"Scots pine (Pinus sylvestris L.) seedlings inoculated or not (NM) by a Zn-sensitive or a Zn-tolerant isolate of the ectomycorrhizal fungus Suillus bovinus (L. Fr.) Roussel were exposed to 0.1 or 150 mu M Zn2+ for 9 months. We hypothesized that inoculation with a Zn-tolerant S. bovinus isolate should result in added Zn resistance of the host plant. Plant and fungal growth as well as nutrient profiles and photosynthetic pigments in pine needles were quantified. In NM plants and in plants colonized by the Zn-sensitive isolate, plant growth, N, P, Mg and Fe assimilation were strongly inhibited under Zn stress and concurred with significantly reduced chlorophyll concentrations. In contrast, plants colonized by the Zn-tolerant isolate grew much better and remained physiologically healthier when exposed to elevated Zn. These results provide further evidence for the important role metal-adapted mycorrhizal fungi play as an effective biological barrier against metal toxicity in trees.","NO","Does not approach fire effects on ECM","NO","NA","NA",NA,NA,NA,NA,NA,"zinctolerant <i>suillus bovinus<i> improves growth of znexposed <i>pinus sylvestris<i> seedlings"
19,"Amara","not vetted",421,"Akema, Tamio; Nurhiftisni, Ida; Suciatmih; Simbolon, Herwint","The Impact of the 1998 Forest Fire on Ectomycorrhizae of Dipterocarp Trees and their Recovery in Tropical Rain Forests of East Kalimantan, Indonesia","JARQ-JAPAN AGRICULTURAL RESEARCH QUARTERLY",43,"137","143","10.6090/jarq.43.137",2009,"The impact of forest fire in 1997 and 1998 oil the mycorrhzae was studied at the dipterocarp forest in East Kalimantan, Indonesia. in unaffected forest more than half of total ectomycorrhizae distributed in the organic layer but in the fire-affected forest one and a half years after the fire, total amount of mycorrhizae was smaller and they were found in deeper soil. The number of morphotypes of mycorhizae was also smaller in fire-affected forest. An artificial plantation established after clear cut and prescribed burn had the largest amount of ectomycorrhizae, but the diversity was smaller than the unaffected forest. After four years, mycorrhizae had not yet recovered in fire-affected forest although the organic layer had recovered. Pioneer species of mycorrhizal fungi (early-stage fungi) developed sporocarps around the surviving hosts in severely affected forest and this suggests the start of secondary succession of mycorrhizae. In moderately affected forest, the species composition of mycorrhizal fungi which fruited during the study was similar to those of unaffected forest. This fact suggests that such sites may be the refugia of symbionts and be important in reforestation.","YES",NA,"YES","YES","Article",NA,"YES",NA,NA,"Indonesia","the impact of the 1998 forest fire on ectomycorrhizae of dipterocarp trees and their recovery in tropical rain forests of east kalimantan indonesia"
20,"Amara","not vetted",514,"Al Aanbagi, RajaaAbdulrazzaq Abbas","A Comparative Taxonomic and Diversity Study of Litter-Associated Fungi in Northwest Arkansas Forests",NA,NA,NA,NA,NA,2020,NA,"NO","Does not approach fire effects on ECM","NO","NA","NA",NA,NA,NA,NA,NA,"a comparative taxonomic and diversity study of litterassociated fungi in northwest arkansas forests"
21,"Amara","not vetted",416,"Alem, Demelash; Dejene, Tatek; Oria-de-Rueda, Juan Andres; Geml, Jozsef; Castano, Carles; Smith, Jane E.; Martin-Pinto, Pablo","Soil fungal communities and succession following wildfire in Ethiopian dry Afromontane forests, a highly diverse underexplored ecosystem","FOREST ECOLOGY AND MANAGEMENT",474,NA,NA,"10.1016/j.foreco.2020.118328",2020,"Ethiopian dry Afromontane forests are complex ecosystems that have important economic and ecological roles. However, recurrent fire has been a source of disturbance for these forests. We assessed the effect of fire on soil fungal communities in a remnant dry Afromontane forest in Wondo Genet, southern Ethiopia, by analysing soil samples collected from unburned stands and from stands one and ten years after fire using DNA metabarcoding of the ITS2 rDNA. The analysis indicated that the soil fungal community was most diverse soon after a fire disturbance and declined over time. Fungal community composition also differed among stands. Our results also indicated that differences in fungal diversity were stand dependent rather than due to the chronology of the fire history in this forest system. We found higher numbers of mycorrhizal species in burned stands, suggesting that these fungal symbionts could compensate for the effects of nutrient stress caused by fire in these areas. Fungal community composition was also significantly correlated with organic matter content, potassium and magnesium in soil. This work could be considered as a case study since the plots were established in a single stand for each treatment in the dry Afromontane forests of Ethiopia. Thus, we recommend further studies and conclusions regarding other stands need to be taken with caution.","YES",NA,"YES","YES","Article",NA,"NO","Off_topic","Their study is restricted to AMF dominated ecosystem","Ethiopia","soil fungal communities and succession following wildfire in ethiopian dry afromontane forests a highly diverse underexplored ecosystem"
22,"Amara","not vetted",165,"Alfonso Dominguez-Nunez, Jose; Oliet, Juan A.","Management of mushroom resources in Spanish forests: a review","FORESTRY",96,"135","154","10.1093/forestry/cpac031",2023,"Mycological resources have attracted considerable interest from the public recently. In this context, forest mycological management of wild mushrooms has emerged a research field and is developing rapidly with the objective to sustainably use and conserve mushrooms in multifunctional forests. Although the term 'mycosilviculture' was coined relatively recently, forest management of mycological resources and fungal silviculture began already in the 1980s. This study reviews the literature on the forest management of wild mycological resources with emphasis on studies in Spanish Mediterranean forests. The review covers some of the most important aspects of management, such as the diagnosis of mycological resources through inventory and sampling protocols, predictive models of mushroom yield, stand variables and mycosilvicultural practices that affect mushroom yield and fungal diversity. Finally, the potential of mycorrhizal applications for mycosilviculture is briefly discussed. Most of these studies have been based on carpophore inventories, and few have analyzed soil and air fungal biomass. The Mediterranean climate determines mushroom yields; so far, mushroom yields models have been developed mainly for Boletus gr. edulis and Lactarius gr. deliciosus species and for pine forest ecosystems. In the future, it will be necessary to adjust these models to new climatic conditions, and to investigate the complex interactions between different yield and/or fungal diversity factors, adjust the scale of study and fungus-host specificity. So far, few studies have been carried out on mycosilviculture in Mediterranean forests, addressing the effect of thinning and clearcutting on fungal communities; moreover, experiences of mycological management of shrublands, prescribed burning, management of woody debris or selective planting of mycorrhizal seedlings in forests are scarce. The need to study other Mediterranean forest ecosystems is pointed out.","NO","Does not approach fire effects on ECM","NO","NA","NA",NA,NA,NA,NA,NA,"management of mushroom resources in spanish forests a review"
23,"Amara","not vetted",454,"Allison, Steven D.; Treseder, Kathleen K.","Climate change feedbacks to microbial decomposition in boreal soils","FUNGAL ECOLOGY",4,"362","374","10.1016/j.funeco.2011.01.003",2011,"Boreal ecosystems store 10-20% of global soil carbon and may warm by 4-7 degrees C over the next century. Higher temperatures could increase the activity of boreal decomposers and indirectly affect decomposition through other ecosystem feedbacks. For example, permafrost melting will likely alleviate constraints on microbial decomposition and lead to greater soil CO2 emissions. However, wet boreal ecosystems underlain by permafrost are often CH4 sources, and permafrost thaw could ultimately result in drier soils that consume CH4, thereby offsetting some of the greenhouse warming potential of soil CO2 emissions. Climate change is also likely to increase winter precipitation and snow depth in boreal regions, which may stimulate decomposition by moderating soil temperatures under the snowpack. As temperatures and evapotranspiration increase in the boreal zone, fires may become more frequent, leading to additional permafrost loss from burned ecosystems. Although post-fire decomposition could also increase due to higher soil temperatures, reductions in microbial biomass and activity may attenuate this response. Other feedbacks such as soil drying, increased nutrient mineralization, and plant species shifts are either weak or uncertain. We conclude that strong positive feedbacks to decomposition will likely depend on permafrost thaw, and that climate feedbacks will probably be weak or negative in boreal ecosystems without permafrost. However, warming manipulations should be conducted in a broader range of boreal systems to validate these predictions. (C) 2011 Elsevier Ltd and The British Mycological Society. All rights reserved.","NO","Does not approach fire effects on ECM","NO","NA","NA",NA,NA,NA,NA,NA,"climate change feedbacks to microbial decomposition in boreal soils"
