"","Genus","obj_id","species","speciesMatched","uuid","ifungorum_number","acid_phosphatase","acidPhosphatase_count","alpha_glucosidase","alphaGlucosidase15_count","alphaGlucosidase31_count","alphaMannanase76_count","aminoAcidPermease_count","ammoniumTransporter_count","amylase88_count","ascoma_development","ascoma_type","ascus_dehiscence","auxinResponsivePromoter_count","beta_glucosidase","beta_glucuronidase","beta_xylosidase","betaGlucanSynthase_count","betaGlucosidase1_count","betaXylosidase43_count","blueChannel_mean","blueChannel_sd","cellobiohydrolase","cellobiohydrolase6_count","cellobiohydrolase7_count","chitinase_count","chitosanase8_count","Cohens_d_Cellulose","Cohens_d_Glucose","Cohens_d_Lignin","Cohens_d_Tannin","Cohens_d_Xylan","coldShockProtein_count","colour_mean","confidence_fg","crystalineCellulaseAA9_count","culture_media","culture_notes","dsDNA","elevation","em_expl","em_text","endoglucanase12_count","endoglucanase9_count","extension_rate","fruiting_body_size","fungalLigninPeroxidase_count","glucosidase81_count","glycopeptidase85_count","glycoproteinSynthesis92_count","greenChannel_mean","greenChannel_sd","growth_form_fg","guild_fg","heatShockProtein_count","higher_clade","invertase32_count","latitude","leucine_aminopeptidase","longitude","map","mat","melanin_content","melanin_count","n_acetyl_glucosaminidase","nitrateTransporter_count","notes_fg","peroxidase","phenol_oxidase","phosphateTransporter_count","redChannel_mean","redChannel_sd","RNAHelicase_count","RNApolymerase_count","source_funguild_fg","spore_length","spore_size","spore_width","sporocarp_chitin","sporocarp_N","sporocarp_protein","sporocarp_resp","sterol_type","studyName","substrate","taxonomic_level_fg","tissue_c","tissue_cn","tissue_cp","tissue_n","tissue_np","tissue_p","total_genes","trait_fg","trehalase_count","trophic_mode_fg"
"1251","Phaeoacremonium","Schoch_etal_2009_333","Togninia_minima","Phaeoacremonium minimum","dc235a19-1666-4bb7-bbcd-0367bfc95434",812634,NA,11,NA,3,11,9.00000000000004,2,6,0.999999999999999,"Ascohymenial","Ostiolar","Poricidal",0,NA,NA,NA,0.999999999999999,5,6,NA,NA,NA,3,6,9.00000000000004,0,NA,NA,NA,NA,NA,0,NA,NA,13,NA,NA,NA,NA,NA,NA,2,0.999999999999999,NA,NA,2,2,0,2,NA,NA,NA,NA,2,"Ascomycota",2,NA,NA,NA,NA,NA,NA,9.00000000000004,NA,0.999999999999999,NA,NA,NA,3,NA,NA,19,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Schoch_etal_2009",NA,NA,NA,NA,NA,NA,NA,NA,8834,NA,2,NA
"1252","Phaeocalicium","Schoch_etal_2009_220","Mycocalicium_polyporaeum","Phaeocalicium polyporaeum","2f4f9898-9238-41d5-a12f-24cd5dbed8fd",319522,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ascohymenial","Exposed hymenium","Deliquescent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Highly Probable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NULL","Fungal Parasite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,"List compiled by John Plischke III (http://home.comcast.net/~grifola/fungionfungi.pdf)",NA,NA,NA,NA,NA,NA,NA,NA,"Schoch_etal_2009",NA,20,NA,NA,NA,NA,NA,NA,NA,"NULL",NA,"Pathotroph"
"1253","Phaeococcomyces","Siletti_etal_2017_139","Phaeococcomyces sp _","Phaeococcomyces sp  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ymagar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ascomycota",NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Siletti_etal_2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1254","Phaeocollybia","Bassler_etal_2015_536","Phaeocollybia_aurea","Phaeocollybia aurea","4d387972-5b74-4518-bad1-0f48e437cb27",357870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Basidiomycota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.5,150.534647984511,5.3,NA,NA,NA,NA,NA,"Bassler_etal_2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1255","Phaeodothis","Schoch_etal_2009_256","Phaeodothis_winteri","Phaeodothis winteri","810e1838-8638-448d-89e4-fb0b63867654",413762,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ascolocular","Ostiolar","Fissitunicate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Schoch_etal_2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1256","Phaeographis","Treseder_etal_2016_670","OTUkt0838","Phaeographis elliptica","99ef24f1-4cb4-463d-9a08-84424e5f35c7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.894427190999916,0.894427190999916,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Treseder_etal_2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1257","Phaeohelotium","Treseder_etal_2016_1205","Hymenoscyphus_epiphyllus","Phaeohelotium epiphyllum","aa290c66-0913-4ed4-a265-19b069e916c5",512512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.894427190999916,0.894427190999916,-0.894427190999916,0,-0.894427190999916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ascomycota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Treseder_etal_2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1258","Phaeolepiota","Zhang_and_Elser_864","Gymnopilus_spectabilis","Phaeolepiota aurea","866af3bc-1e82-4a5f-a0da-2a760fc34a7a",250886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Basidiomycota",NA,39.003,NA,-4.491,462,15.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zhang_and_Elser","",NA,44,NA,243.92,NA,NA,0.47,NA,NA,NA,NA
"1259","Phaeolus","Zhang_and_Elser_865","Phaeolus_schweinitzii","Phaeolus schweinitzii","69ff2b51-b96a-11d5-bebb-00508bca8de8",121352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Basidiomycota",NA,47.833,NA,-123.883,2765,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zhang_and_Elser","",NA,44,13.3,NA,3.86,NA,NA,NA,NA,NA,NA
"1260","Phaeomoniella","Mouginot_etal_2014_21","Phaeomoniella_sp_DC2099","Phaeomoniella sp DC2099",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.894427190999916,-0.894427190999916,0.402035848020833,-0.894427190999916,-0.894427190999916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ascomycota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Treseder_etal_2016",NA,NA,NA,10.2,225,NA,22,NA,NA,NA,NA,NA
"1261","Phaeosphaeria","Mouginot_etal_2014_27","Phaeosphaeria_halima","Phaeosphaeria halima","2d8bc2e3-3e62-4fc2-a52c-d8ee0259c03d",136267,NA,12,NA,3,8.00000000000001,5.99999999999999,1,2,4,"Ascolocular","Ostiolar","Fissitunicate",0,NA,NA,NA,1,4,9,NA,NA,NA,2,3,9,0,-0.894427190999916,-0.894427190999916,-0.894427190999916,-0.894427190999916,-0.894427190999916,0,NA,"Probable",19,NA,NA,NA,NA,NA,NA,3,1,NA,NA,4,2,1,5.99999999999999,NA,NA,"NULL","Plant Pathogen",3,"Ascomycota",2,NA,NA,NA,NA,NA,NA,10,NA,1,"NULL",NA,NA,3,NA,NA,18.0000000000001,27,"http://www.apsnet.org/publications/commonnames/Pages/default.aspx",NA,NA,NA,NA,NA,NA,NA,NA,"Treseder_etal_2016",NA,20,NA,6.48,64.8,NA,16.9,NA,12469,"NULL",2,"Pathotroph"
"1262","Phaeotheca","Treseder_etal_2016_1923","Phaeotheca_fissurella","Phaeotheca fissurella","b6875830-0741-44c8-b129-272a423ce4c0",112542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.894427190999916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ascomycota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Treseder_etal_2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1263","Phaeotremella","Treseder_etal_2016_904","Cryptococcus_skinneri","Phaeotremella skinneri","c70b162a-bb2f-49ea-9d98-3fcaad8aff89",813393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.365148371670111,-0.365148371670111,-2.19089023002066,-0.365148371670111,-2.19089023002066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Treseder_etal_2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1264","Phaeotrichum","Schoch_etal_2009_260","Phaeotrichum_benjaminii","Phaeotrichum benjaminii","8e25f418-9324-4b8d-b62c-e13280ab04b1",319691,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ascolocular","Ostiolar","Fissitunicate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Schoch_etal_2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1265","Phaffia","Treseder_etal_2016_1926","Phaffia_sp_CBS_11768","Phaffia sp CBS 11768",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.894427190999916,0.894427190999916,-0.894427190999916,-0.894427190999916,-0.894427190999916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Treseder_etal_2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1266","Phallus","Trocha_etal_2016_58","Phallus_impudicus","Phallus impudicus","1cb198d3-36b9-11d5-9548-00d0592d548c",245934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Basidiomycota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,38,13,NA,"Trocha_etal_2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1267","Phanerochaete","Siletti_etal_2017_140","Phanerochaete chryosporium _","Phanerochaete chryosporium  ","ff1d2daa-16ed-4583-bbcf-09dc992cd250",336228,NA,13,NA,2,8,0,0,2,4,NA,NA,NA,0,NA,NA,NA,2,2,4,NA,NA,NA,1,5,10,0,NA,NA,NA,NA,NA,0,NA,NA,11,"MMN",NA,NA,NA,NA,NA,3,1,NA,NA,11,0,1,4,NA,NA,NA,NA,7,"Basidiomycota",0,NA,NA,NA,NA,NA,38.08629071,2,NA,1,NA,NA,NA,0,NA,NA,19,24.9999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Siletti_etal_2017",NA,NA,NA,NA,NA,NA,NA,NA,13937,NA,2,NA
"1268","Phanerodontia","Talbot_etal_2015_26","Phanerochaete_chrysosporium","Phanerodontia chrysosporium","359f4808-7d98-4ae1-bfbe-7434a6b800a0",517285,244.073275943628,10,87.412403705175,2,5.99999999999999,0,0,2,4.99999999999999,NA,NA,NA,0,399.338350660918,11.3359576897202,38.1985365891152,2,2,4,NA,NA,118.573389671453,1,8,10,0,NA,NA,NA,NA,NA,0,NA,NA,16,NA,NA,NA,NA,NA,NA,2,2,NA,NA,16,0,1,4,NA,NA,NA,NA,10,NA,0,NA,3.28892633220626,NA,NA,NA,NA,1,1184.5292451755,1,NA,0.052835778714269,0.033543220704638,0,NA,NA,21,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Talbot_etal_2015",NA,NA,NA,NA,NA,NA,NA,NA,13602,NA,2,NA
"1269","Phelbia","Zhang_and_Elser_837","Phelbia_tremellosus","Phelbia tremellosus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zhang_and_Elser","",NA,44,25.48,229.44,2.02,9.01,0.5,NA,NA,NA,NA
"1270","Phellinus","Maynard_etal_2017_31","Phellinus_robiniae","Phellinus robiniae","737d7e0f-216e-4d9f-a1e4-7dbe3bd8b70a",319789,22.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.67,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,0.894427190999916,NA,NA,NA,NA,NA,NA,NA,NA,NA,970,NA,NA,NA,NA,4.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Basidiomycota",NA,42.694296,0,-86.195827,2008,7.9,NA,NA,22,NA,NA,1.66,2.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Maynard_etal_2017","Wood",NA,46.2,30.8,497.29,1.75,16.15,0.24,NA,NA,NA,NA
"1271","Phellodon","Zhang_and_Elser_867","Phellodon_tomentosus","Phellodon tomentosus","1cb19918-36b9-11d5-9548-00d0592d548c",414467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.894427190999916,0,-0.894427190999916,-0.894427190999916,NA,NA,"Highly Probable",NA,NA,NA,NA,35,"MD","Mat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hydnoid","Ectomycorrhizal",NA,"Basidiomycota",NA,59.867,NA,17.217,577,5.5,NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,"Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45; Tedersoo L, et al. 2010. Mycorrhiza 20:217-263; http://mycorrhizas.info/ecmf.html",NA,NA,NA,NA,NA,NA,NA,NA,"Zhang_and_Elser","",13,46.1,12.81,NA,4.2,NA,NA,NA,"NULL",NA,"Symbiotroph"
"1272","Phialea","Treseder_etal_2016_1933","Phialea_strobilina","Phialea strobilina","4ce9a4e0-87c2-4fed-bc53-78f6ed81b185",161573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.804071696041666,-0.402035848020833,-1.46059348668044,-0.402035848020833,0,NA,NA,"Highly Probable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Microfungus","Litter Saprotroph",NA,"Ascomycota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Found in Fagus leaf litter in central Germany (Purahong et al. 2016)",NA,NA,NA,NA,NA,NA,NA,"Purahong W, et al. 2016. Molecular Ecology 25:4059-4074",NA,NA,NA,NA,NA,NA,NA,NA,"Treseder_etal_2016",NA,20,NA,NA,NA,NA,NA,NA,NA,"NULL",NA,"Saprotroph"
"1273","Phialemoniopsis","Treseder_etal_2016_1937","Phialemoniopsis_cornearis","Phialemoniopsis cornearis","cf2282bb-656d-4b1a-8f90-7fc8460365d0",563875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.894427190999916,NA,NA,NA,NA,"Probable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NULL","Animal Pathogen",NA,"Ascomycota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Likely opportunistic human pathogen (Irinyi et al. 2015)",NA,NA,NA,NA,NA,NA,NA,"Irinyi L, et al. 2015. Medical Mycology 53:313-337",NA,NA,NA,NA,NA,NA,NA,NA,"Treseder_etal_2016",NA,20,NA,NA,NA,NA,NA,NA,NA,"NULL",NA,"Pathotroph"
"1274","Phialocephala","Treseder_etal_2016_1900","Phialocephala_fortinii","Phialocephala fortinii","4a5e1994-448d-4808-acc3-cc5d6c9942c6",104627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.894427190999916,-0.894427190999916,-0.894427190999916,-0.894427190999916,-0.894427190999916,NA,NA,"Highly Probable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dark Septate Endophyte","Ericoid Mycorrhizal",NA,"Ascomycota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,"Newsham 2011. New Phytologist 190:783-793 (as DSE)",NA,NA,NA,NA,NA,NA,NA,NA,"Treseder_etal_2016",NA,20,NA,NA,NA,NA,NA,NA,NA,"NULL",NA,"Pathotroph-Symbiotroph"
"1275","Phlebia","Maynard_etal_2017_26","Merulius_tremellosus","Phlebia tremellosa","1cb19358-36b9-11d5-9548-00d0592d548c",106356,73.33,18,NA,4.00000000000001,5.00000000000001,0,0,2,4.00000000000001,NA,NA,NA,0,14,NA,NA,11,2,0.999999999999999,NA,NA,7.33,0.999999999999999,4.00000000000001,19.0000000000001,0,NA,NA,NA,NA,NA,0,NA,NA,12,NA,NA,NA,NA,NA,NA,2,2,10.62,NA,16.9999999999999,0,2.99999999999999,4.00000000000001,NA,NA,NA,NA,9.99999999999999,"Basidiomycota",0,43.086646,0,-89.42099,NA,NA,NA,9,20.67,0.999999999999999,NA,0,4.88,0,NA,NA,16,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Maynard_etal_2017",NA,NA,NA,NA,NA,NA,NA,NA,16170,NA,2.99999999999999,NA
"1276","Phlebiopsis","Maynard_etal_2017_29","Phlebiopsis_flavidoalba","Phlebiopsis flavidoalba","6571da52-49fa-4059-ab13-f3874fcbf492",132986,13.33,15,NA,2.00000000000001,5.99999999999999,0,0,2.00000000000001,3,NA,NA,NA,0,14.67,NA,NA,2.00000000000001,2.00000000000001,5,NA,NA,8.67,1,5,11,0,NA,NA,NA,NA,NA,0,NA,NA,14,NA,NA,NA,NA,NA,NA,3,1,8.04,NA,9,0,1,4,NA,NA,NA,NA,4,"Basidiomycota",0,37.530421,1.33,-88.432503,NA,NA,NA,3,13.33,0,NA,0,7.29,0,NA,NA,16,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Maynard_etal_2017",NA,NA,NA,NA,NA,NA,NA,NA,11891,NA,2.00000000000001,NA
"1277","Phloeomana","Bassler_etal_2015_482","Mycena_alba","Phloeomana alba","3d12e4d2-2017-4844-a5e0-d866eff4a264",551898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,321.555098064305,8.5,NA,NA,NA,NA,NA,"Bassler_etal_2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1278","Phlyctis","Schoch_etal_2009_261","Phlyctis_argena","Phlyctis argena","389f9fe6-f5d8-454f-930c-1f67f6e56774",400371,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ascohymenial","Exposed hymenium","Rostrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ascomycota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Schoch_etal_2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1279","Pholiota","Zhang_and_Elser_869","Pholiota_astragalina","Pholiota astragalina","8b5b8f5e-e070-47af-9256-c9f32604563c",115382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-0.894427190999916,0.894427190999916,-0.894427190999916,NA,NA,NA,NA,NA,NA,NA,160,NA,NA,NA,NA,NA,2025,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Basidiomycota",NA,47.833,NA,-123.883,2765,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8,65.3451271946677,4,NA,NA,NA,NA,NA,"Zhang_and_Elser","",NA,44,14.5,130.94,3.54,9.03,0.87,NA,NA,NA,NA
"1280","Pholiotina","Bassler_etal_2015_544","Pholiotina_flammans","Pholiotina flammans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Basidiomycota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,14.7262155637022,2.5,NA,NA,NA,NA,NA,"Bassler_etal_2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1281","Phomatospora","Schoch_etal_2009_262","Phomatospora_bellaminuta","Phomatospora bellaminuta","03de5e5f-3fa9-454c-ba17-2fc6bd45e2d3",413812,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ascohymenial","Ostiolar","Poricidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Schoch_etal_2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1282","Phomopsis","Schoch_etal_2009_104","Diaporthe_eres","Phomopsis velata","1cb186e2-36b9-11d5-9548-00d0592d548c",123547,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ascohymenial","Ostiolar","Poricidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Probable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Microfungus","Plant Pathogen",NA,"Ascomycota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,"http://www.apsnet.org/publications/commonnames/Pages/default.aspx",NA,NA,NA,NA,NA,NA,NA,NA,"Schoch_etal_2009",NA,20,NA,NA,NA,NA,NA,NA,NA,"NULL",NA,"Pathotroph"
